Year,Month,Day,Site,Depth (m),Transect,Observer,Species_Code,Coral_genus,Coral_spp,length,width,height,coral_SA,Area_surveyed,Disease_y_n,Disease_type,pale_perc,pale_bleached_perc,bleached_perc,new_mortality,trans_mortality,old_mortality,total_SA_dead,total_live__SA,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,9.00,6.00,4.00,94.24777961,,,,,,,,,,0,94.24777961,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,15.00,15.00,10.00,471.238898,,,,,,,,,,0,471.238898,,
2023,7,3,Westpoint,10.9,1,LLG,AAGA,Agaricia,agaricites,7.00,9.00,1.00,25.13274123,,,,,,,,,,0,25.13274123,,
2023,7,3,Westpoint,10.9,1,LLG,SSID,Siderastrea,siderea,20.00,15.00,1.00,54.97787144,,,,,,,,,,0,54.97787144,,
2023,7,3,Westpoint,10.9,1,LLG,PPOR,Porites,porites,50.00,30.00,30.00,3769.911184,,,,,,,,,,0,3769.911184,,
2023,7,3,Westpoint,10.9,1,LLG,MALC,Millepora,alcicornis,10.00,5.00,9.00,212.0575041,,,,,,,,,,0,212.0575041,,
2023,7,3,Westpoint,10.9,1,LLG,MCAV,Montastraea,cavernosa,29.00,20.00,25.00,1924.2255,,,,,,,,,,0,1924.2255,,
2023,7,3,Westpoint,10.9,1,LLG,OFAV,Orbicella,faveolata,35.00,32.00,21.00,2210.110432,,,,,,,,,,0,2210.110432,,
2023,7,3,Westpoint,10.9,1,LLG,AAGA,Agaricia,agaricites,14.00,12.00,20.00,816.8140899,,,,,,,,,,0,816.8140899,,
2023,7,3,Westpoint,10.9,1,LLG,CNAT,Colpophyllia,natans,14.00,18.00,3.00,150.7964474,,,,,,,,,,0,150.7964474,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,20.00,13.00,2.00,103.6725576,,,,,,,,,,0,103.6725576,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,12.00,10.00,9.00,311.0176727,,,,,,,,,,0,311.0176727,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,8.00,6.00,2.00,43.98229715,,,,,,,,,,0,43.98229715,,
2023,7,3,Westpoint,10.9,1,LLG,AAGA,Agaricia,agaricites,7.00,18.00,2.00,78.53981634,,,,,,,,,,0,78.53981634,,
2023,7,3,Westpoint,10.9,1,LLG,SSID,Siderastrea,siderea,13.00,12.00,2.00,78.53981634,,,,,,,,,,0,78.53981634,,
2023,7,3,Westpoint,10.9,1,LLG,PPOR,Porites,porites,8.00,2.00,9.00,141.3716694,,,,,,,,,,0,141.3716694,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,10.00,10.00,5.00,157.0796327,,,,,,,,,,0,157.0796327,,
2023,7,3,Westpoint,10.9,1,LLG,OFAV,Orbicella,faveolata,30.00,18.00,17.00,1281.769803,,,,,,,,,,0,1281.769803,,
2023,7,3,Westpoint,10.9,1,LLG,OFAV,Orbicella,faveolata,22.00,10.00,35.00,1759.291886,,,,,,,,,,0,1759.291886,,
2023,7,4,Marthas,14,1,LLG,AAGA,Agaricia,agaricites,19.00,25.00,11.00,760.2654222,,,,,,,,,,0,760.2654222,,
2023,7,4,Marthas,14,1,LLG,AAGA,Agaricia,agaricites,28.00,12.00,1.00,62.83185307,,,,,,,,,,0,62.83185307,,
